	PER403_dmso_1	PER403_dmso_2	PER403_gne_1	PER403_gne_2	PER403_neo_1	PER403_neo_2	PER403_otx_1	PER403_otx_2	PER403_otx_gne_1	PER403_otx_gne_2	TC797_dmso_1	TC797_dmso_2	TC797_gne_1	TC797_gne_2	TC797_neo_1	TC797_neo_2	TC797_otx_1	TC797_otx_2	TC797_otx_gne_1	TC797_otx_gne_2	
ENSG00000161091.13	MFSD12	6.078047281	6.194910913	6.106149364	6.121964883	6.767976183	6.735434675	7.205431682	6.341865683	6.26801557	6.189282565	6.166785983	6.292746337	5.988975605	7.503502265	6.706113275	6.741682626	6.849409506	6.464165743	6.423427888	6.508147943
ENSG00000183397.5	C19orf71	-0.844121587	-1.456232526	-0.455850282	-1.360266094	-2.692819419	-2.674817674	-0.539336986	-1.21327393	-1.572040137	-0.748942415	-0.89626455	-1.20241797	-0.717682172	0.790863266	-2.041009065	-1.87113829	-0.987351657	-2.229445521	-0.89941159	-2.158338161
ENSG00000064961.19	HMG20B	6.120938113	6.076282218	6.134507771	6.207435742	6.38969406	6.281373455	6.96115854	6.200036406	6.170240201	6.171500085	6.06807481	6.167231115	6.091335179	7.956466114	6.255637635	6.470345352	6.582574173	6.150994463	6.222197021	6.429851224
ENSG00000105298.14	CACTIN	5.945428762	5.964702831	5.863806007	5.91856933	5.922960471	5.950036153	6.791674123	5.796665778	5.892613674	5.870748582	5.631044806	5.878714313	5.646786061	7.552660964	5.612904499	5.77116362	6.073285738	5.6054239	5.689094446	5.804906341
ENSG00000186111.9	PIP5K1C	5.886544204	6.043372215	5.970322516	6.053802764	6.221506935	6.227961359	6.723613881	6.043754195	6.062219301	6.028265984	5.813327437	5.957103743	5.828002535	7.312618968	6.238521211	6.421564429	6.354293857	5.986773303	6.05592537	6.168284192
ENSG00000105289.15	TJP3	-1.984055498	-1.456232526	0.302036911	0.365183455	0.397321075	0.755244565	0.990242923	0.32389324	0.748931969	0.513308482	-2.085525315	-1.079479303	-0.172225226	1.736468702	-0.49358269	-0.242378704	0.269885463	-0.277744611	-0.322870674	0.114535844
ENSG00000011132.12	APBA3	3.962370036	3.89944915	4.11724592	3.982112044	3.584553873	3.466300441	4.373318278	3.630627747	3.963011499	3.87599138	3.868137615	3.951461532	4.03334995	5.773924924	3.310640008	3.449062344	3.819469233	3.533504807	3.800171055	3.910260647
ENSG00000183617.5	MRPL54	4.435833278	4.100538426	4.592155496	4.451885745	4.163303243	4.307330938	4.931802286	4.13857892	4.60803426	4.381780888	4.107856544	4.307414371	4.449060286	5.556519189	4.075899736	3.941591348	4.246861363	4.041999995	4.363872881	4.505869473
ENSG00000007264.15	MATK	4.178995033	4.008050172	3.789517671	3.468355614	2.734835501	2.455953547	3.709534869	2.811070153	2.84854425	2.882952272	3.841820503	4.014926882	2.9841093	5.087843634	2.523574489	2.004792562	2.724632518	2.590676304	2.1776985	2.640227992
ENSG00000105278.11	ZFR2	-1.539268882	-1.456232526	-1.750257314	-1.494306576	-3.079039719	-2.426228341	-1.862761554	-2.527457807	-1.736954592	-1.801944838	-0.389252034	-0.671594504	-0.717682172	0.688347875	-4.548366163	-2.43160761	-2.519735107	-1.449491775	-1.374796981	-1.337387361
ENSG00000167657.14	DAPK3	5.519261598	5.517748507	5.801872789	5.887744382	6.788032124	6.801672909	7.189769976	6.22058862	6.090953663	6.006295274	5.212434611	5.416878938	5.62594812	7.474434457	6.392036147	6.470345352	6.549915952	5.973961517	5.96326457	6.071220379
ENSG00000167658.16	EEF2	11.59450296	11.57726219	11.72211241	11.62211551	12.053196	11.98740916	12.5020913	11.68576823	11.7011155	11.57504904	11.61523622	11.83022122	11.62000033	12.93835773	12.1378612	12.13637465	12.23419514	11.9250561	11.80037737	12.03038076
ENSG00000206775.1	SNORD37	-1.672852513	-1.926912262	-2.15022918	-1.64208832	-0.851428704	-2.029452979	-0.364725662	-1.903976971	-1.053933725	-1.083939683	-1.684889384	-2.608462066	-2.006674587	0.394795459	-2.504374224	-2.124325468	-0.873935485	-2.229445521	-2.340192332	-2.855662153
ENSG00000105229.7	PIAS4	5.693931738	5.670680229	5.703683229	5.711518624	5.613986035	5.615913105	6.223011882	5.487065155	5.650122269	5.584161377	5.60333708	5.735345827	5.596497959	6.952379085	5.388753155	5.48261567	5.660670077	5.326346016	5.556972774	5.624587857
ENSG00000178951.9	ZBTB7A	6.755638033	6.767773743	6.419268996	6.426134665	5.972208114	5.857078748	6.685241171	6.297841521	6.255035202	6.142206457	6.805446337	6.863833041	6.341185942	7.35767939	5.827364411	6.102080348	6.31371894	6.250931329	6.107219507	6.11655715
ENSG00000268670.1	AC016586.1	1.652306734	2.024123738	1.068015205	1.489873282	1.081482373	0.508816468	2.14920574	1.60082946	1.507471582	1.460901233	1.183870119	0.898955321	1.140543356	2.451088935	0.194274156	0.672054881	1.652888399	0.572878379	1.402221497	0.82335537
ENSG00000126934.13	MAP2K2	6.711501699	6.73448481	6.796156751	6.784670042	6.698530414	6.746160142	7.645965011	6.654726665	6.738056613	6.699772235	6.631457359	6.926604609	6.681290326	8.660221413	6.688014267	6.742275666	7.106822065	6.66011941	6.662415828	6.88924012
ENSG00000077463.15	SIRT6	4.539513068	4.526006316	4.557298734	4.535958065	4.434476048	4.236975716	5.219198071	4.471448133	4.449150984	4.448477722	4.190625731	4.457094241	4.230281502	6.188509529	3.916033018	4.166806356	4.434707433	4.165973712	4.14816494	4.383610657
ENSG00000089847.12	ANKRD24	-0.625196757	-0.6941485	-1.750257314	-0.253639203	-0.94922492	-1.245922828	-0.364725662	-0.806086095	-0.949022704	-0.748942415	-1.114473664	-0.671594504	-0.717682172	0.688347875	-2.254168091	-1.468505104	-0.768789238	-0.687334998	-1.522913868	-1.337387361
ENSG00000105248.16	YJU2	4.233684455	3.859673456	4.433022223	4.159982976	4.364965957	4.104940856	5.073823399	4.049483068	4.395372833	4.233636974	4.285735755	4.434061494	4.433154904	6.150452716	4.326853417	4.477228955	4.527949803	4.206367198	4.39516625	4.616048773
ENSG00000105255.11	FSD1	4.706854454	4.676679597	4.770127244	4.633591034	3.925353772	3.872355721	4.956693235	4.07177549	4.656638803	4.464681038	4.536047546	4.595003425	4.51098421	5.90969827	3.71803757	3.860880941	4.211960374	3.74022351	4.257210899	4.362689454
ENSG00000178078.11	STAP2	4.533839173	4.66230097	4.484952189	4.426605739	3.745589679	3.90958361	4.795876457	4.325597162	4.234837152	4.29155606	4.03339893	4.105178589	3.881438496	5.09286907	3.085235981	3.249936724	3.723610577	3.254100232	3.458873098	3.673528939
ENSG00000269425.1	AC104521.1	-0.844121587	-1.101920883	-0.77315492	-1.64208832	-0.673726028	-1.718594167	-0.113776587	-0.587070934	-1.736954592	-1.083939683	-0.539291149	-0.966199142	-1.605269029	0.519470092	-1.543206401	-0.487313868	-0.261135797	-0.369762947	-1.117611583	-1.503052842
ENSG00000008382.15	MPND	4.337211127	4.295749065	4.193001442	4.249204985	4.500790471	4.507382192	5.309997179	4.443744563	4.349830846	4.32300307	4.193601906	4.37884377	4.189835379	5.851585042	4.278049755	4.330350746	4.573654577	4.306385129	4.228542325	4.35967579
ENSG00000141985.9	SH3GL1	6.660775508	6.631222522	6.542459462	6.570564835	6.976684827	6.895298293	7.567564692	6.712621166	6.740019291	6.595103035	6.624306434	6.822551288	6.528116855	7.848069753	6.903633956	6.964395933	7.188654954	6.851838626	6.641364054	6.872422962
ENSG00000267980.1	AC007292.1	1.076446177	1.431806576	1.418094125	0.880481793	0.183245305	0.283025542	1.965196275	0.50160407	0.618452579	1.009345907	0.863427393	0.525597743	0.407655837	1.928607075	-0.563021614	0.590091222	0.8997695	0.240825869	0.525162416	0.467948296
ENSG00000167670.16	CHAF1A	6.865124564	6.883241427	6.764990313	6.840117869	6.245189518	6.211429702	6.922022272	6.380532923	6.452283081	6.438303069	6.923978903	7.052508192	6.767325492	8.472710717	6.041339437	6.242000201	6.576350894	6.271066516	6.336765177	6.521693089
ENSG00000167671.12	UBXN6	5.392277547	5.308391113	5.461272606	5.397009788	5.318106376	5.252307497	6.297972	5.238345637	5.41238541	5.329317588	5.32664171	5.521345318	5.385413689	7.029757258	5.093945037	5.265469525	5.685168067	5.157379136	5.311187277	5.430007861
ENSG00000267030.1	AC011498.2	-0.625196757	-0.116487886	-2.705524335	-0.443985978	-1.054135659	-1.865667091	-0.024464705	-0.638787168	-0.949022704	-1.521025724	0.039114334	0.02054779	-0.717682172	1.484478516	-1.069069205	-1.468505104	-0.873935485	-0.468052694	-0.801556305	-0.614137364
ENSG00000280239.1	AC011498.7	1.376106682	2.144871964	0.911216998	0.907312986	0.037677735	-0.605540714	0.968650854	0.859392476	0.979066485	0.603876956	2.350488816	1.540201869	1.445474906	1.736468702	-0.189121642	1.172060132	1.360126633	0.240825869	1.029339146	0.554836665
ENSG00000167674.15	HDGFL2	6.057103266	6.016492772	6.198115578	6.296395213	6.009291973	5.925081619	6.908264803	6.01475848	6.258462427	6.202628009	5.959490061	6.202490805	6.164607802	8.488050629	5.787819098	5.893668045	6.267341363	5.864631039	5.97366711	6.324825712
ENSG00000167676.4	PLIN4	1.376106682	1.633966799	0.911216998	1.238405083	0.356972032	0.24767909	0.855559608	-0.396963999	0.136540193	0.122000213	1.005684892	1.041229863	0.53233807	2.451088935	-0.563021614	-0.400965099	-0.125104371	-1.095141526	-0.709918848	-0.435999111
ENSG00000214456.8	PLIN5	-2.63042232	-3.173798425	-1.750257314	-1.64208832	0.748727178	0.416339684	-0.113776587	-0.638787168	-1.289852794	-0.992620662	-3.560175384	-6.739116756	-1.792056067	0.025844685	0.426967777	1.542666131	-0.191517381	-1.665749913	-0.193095796	0.170639508
ENSG00000167680.16	SEMA6B	-0.267263136	-0.952819447	1.163814873	1.238405083	1.412014023	1.129968665	1.99754089	0.594117167	1.392390154	1.307647711	-0.89626455	-0.671594504	0.753395891	2.370612405	0.803159362	1.054733628	0.992426435	0.668507824	0.48694188	1.019417579
ENSG00000185361.9	TNFAIP8L1	4.017619901	4.079049178	4.338672126	4.145969884	3.499071203	3.282042484	4.541800693	3.831644418	4.203886363	4.275571714	4.307878346	4.410655053	4.528555784	5.850101791	3.695914462	3.437390593	4.308232269	3.861537058	4.135866954	4.203717953
ENSG00000074842.7	MYDGF	5.487325298	5.455735601	5.771781467	5.637331284	5.586983811	5.606351993	6.281647543	5.484046015	5.630153964	5.504113052	5.083598344	5.261280603	5.323488026	6.872807322	5.294975505	5.13244989	5.550695084	5.181895077	5.354286205	5.484976036
ENSG00000142002.17	DPP9	6.923787668	6.970442249	6.911912074	6.847063787	6.608487473	6.574022984	7.347874741	6.606608477	6.728202967	6.701482449	6.886766474	7.011172796	6.715117155	7.895577303	6.533376988	6.639696503	6.746745173	6.490574599	6.578573894	6.741944362
ENSG00000176840.11	MIR7-3HG	-6.739116756	-6.739116756	-2.705524335	-2.456751855	4.859622406	4.392732557	0.990242923	0.402749589	-0.442292559	-0.41664356	-6.739116756	-4.380393729	-2.564753647	-2.965408637	4.461894291	4.937013342	1.762198612	1.59291652	1.557816541	1.321545632
ENSG00000141965.4	FEM1A	6.921254597	6.978589196	6.733135694	6.664976183	6.473466152	6.512066248	6.960133126	6.355971633	6.541074206	6.45765948	6.789797927	6.909079404	6.481190332	7.133385699	6.454313631	6.401430485	6.592475917	6.313289707	6.379117735	6.623823102
ENSG00000127666.9	TICAM1	4.27281499	4.406867444	4.384134182	4.249204985	3.872663754	3.940350762	4.86470916	4.215226748	4.220850871	4.071169576	3.961887605	4.190115223	4.019213894	5.429194354	3.555539815	3.629147124	3.85691941	3.745715655	4.072753607	4.043932502
ENSG00000105355.9	PLIN3	4.609515151	4.630154325	5.110859656	5.218372169	5.381079252	5.393422191	5.869583449	5.246385946	5.332690219	5.220214357	4.45898897	4.688798808	5.167201924	6.385672569	5.346773437	5.273697413	5.241794696	5.048272429	5.197446312	5.225041049
ENSG00000276043.5	UHRF1	6.569900384	6.490998499	6.532399021	6.67428149	5.781500509	5.780310249	7.015475754	6.094125719	6.292294201	6.199605775	6.410093242	6.652271645	6.457141982	8.613777044	5.614870988	5.56269295	6.253366367	5.778838088	5.892842564	6.14921232
ENSG00000127663.15	KDM4B	5.459662155	5.590935449	5.893803313	5.92432771	6.628752941	6.609262722	6.88755924	6.187563059	6.136366647	6.149742413	5.383785709	5.509152517	5.68981305	7.262764991	6.559137503	6.621760373	6.576974432	6.205818416	6.103277174	6.359936607
ENSG00000105426.16	PTPRS	6.542848835	6.877651227	6.876118503	7.091846644	7.070515509	7.172696416	7.61394114	6.982656887	6.839023419	7.049805191	6.129196658	6.402947969	6.444635277	7.761167755	6.736685981	6.833040669	6.823894938	6.563135857	6.537676297	6.756911299
ENSG00000223573.7	TINCR	0.945811426	1.062902522	0.796338086	0.907312986	1.579184344	1.660077875	1.622172767	1.508759789	0.868583168	0.845768564	-0.798405601	-1.336816972	-1.034068506	0.519470092	0.315307311	-0.319493947	-1.393491829	-0.946026474	-0.132338696	-0.068188675
ENSG00000130254.12	SAFB2	6.847698246	6.737231252	6.834873551	6.849227546	6.86287994	6.705623517	7.164767587	6.889037551	6.922191011	6.793354725	6.768000407	6.701324604	6.631049641	7.765108301	6.614733189	6.785497618	6.927758952	6.831321626	6.676812246	6.818020273
ENSG00000160633.13	SAFB	7.567517037	7.52071905	7.456320521	7.546691946	7.164836532	7.01279694	7.715672807	7.313998578	7.449509761	7.321578742	7.511589943	7.621383958	7.378611647	8.589315251	6.83359207	6.945979689	7.284153451	7.117927301	7.12278509	7.256306073
ENSG00000130255.13	RPL36	8.745965224	8.446893367	8.628041087	8.574779764	8.839186782	8.962930312	8.998932337	8.629656455	8.574623909	8.463351733	8.367284603	8.539339252	8.296884596	8.673071373	8.72309482	8.734153849	8.638351827	8.582533567	8.445278086	8.535336931
ENSG00000174917.8	MICOS13	4.698425579	4.510035991	4.770127244	4.414966737	4.496153497	4.436555486	4.89077437	4.306924519	4.40282533	4.309609626	4.266078225	4.494683375	4.161154812	5.132454531	4.212031973	4.367727327	4.525367692	4.272542534	4.3612342	4.418784495
ENSG00000167733.13	HSD11B1L	0.294485307	0.233962772	-0.195906432	0.546798761	1.288733064	1.14925171	1.476788535	0.89619822	0.436776791	0.449608166	0.5655791	0.126511671	-0.108756671	1.99453741	1.309870185	1.381464947	1.079489921	0.922386355	0.138125376	1.079266615
ENSG00000196365.11	LONP1	7.778548532	7.711909588	7.5683312	7.563657942	7.659078997	7.5410254	8.494451452	7.517431318	7.548020402	7.428706339	7.599486783	7.869747736	7.423579916	9.437568197	7.439610245	7.464170835	7.920597479	7.473222415	7.371517016	7.606696886
ENSG00000212123.4	PRR22	2.052226164	1.950297898	1.418094125	1.453925754	0.58369705	0.852567133	2.233097662	1.358603264	1.614047452	1.307647711	2.029222589	1.880260863	1.216847753	3.511202595	0.235757046	0.992286785	1.92777575	1.104401856	1.156533853	1.271112528
ENSG00000141994.16	DUS3L	5.357367009	5.15868127	5.267323963	5.003608873	4.823062174	4.564158408	5.941313433	4.964953698	5.103400684	4.908481198	5.200648402	5.398487727	5.072834967	7.025164059	4.534333906	5.027372805	5.457604887	5.037117808	4.944215575	5.145033263
ENSG00000171119.2	NRTN	-0.767395639	-1.268227	0.215258538	-0.314339876	-0.124243024	0.283025542	0.481632615	-0.866460345	-0.124039187	0.037863242	0.039114334	-0.218041588	-0.108756671	1.544402498	0.194274156	0.149710686	-0.492747728	-0.468052694	-0.018000585	-0.004674067
ENSG00000174886.13	NDUFA11	5.130561089	4.841449719	4.687918015	4.825163422	4.605677557	4.910547483	5.211175547	4.735397055	4.785757171	4.753893319	4.263248013	4.492207674	4.290373125	5.291722173	3.935046124	4.010167134	4.488724313	4.050900503	4.202244307	4.095565821
ENSG00000187650.3	VMAC	1.176942314	1.458680919	0.735275605	1.359931423	1.331008096	1.37896486	1.521962449	1.249047506	1.200479824	0.870303249	1.298889992	1.120312735	1.216847753	2.156905363	1.055667077	1.62729011	1.288840851	1.266004921	1.462553039	1.440415649
ENSG00000105519.16	CAPS	1.2708916	1.37650776	1.378706134	0.476871597	0.717196914	0.755244565	1.190057097	1.331984361	1.245386887	1.136158148	1.058879548	1.170724576	0.787156902	2.194794552	0.857320462	1.054733628	1.383126738	0.572878379	1.131976248	0.92471452
ENSG00000031823.14	RANBP3	6.587352696	6.661900908	6.533520318	6.531215262	6.356182055	6.242623491	6.96933572	6.306839917	6.423262033	6.348379958	6.586878865	6.802208536	6.476671284	7.846210924	6.327548219	6.451610781	6.613294151	6.308658805	6.420262345	6.510867165
ENSG00000087903.13	RFX2	3.951061545	4.146717403	3.826582201	3.771904666	4.510019945	4.52778531	4.967619513	4.391530321	4.085385934	3.972635827	4.129775368	4.049015218	3.923790572	4.256678695	4.634661697	4.800175413	4.888955724	4.548717044	4.19040064	4.53019798
ENSG00000130382.9	MLLT1	7.050724665	7.051568563	6.810103757	6.828758939	6.634038982	6.520420793	7.558333671	6.720338883	6.737565525	6.676918403	7.054531849	7.255187764	6.821788262	8.103457874	6.522418888	6.677396245	7.183750919	6.734513164	6.595512107	6.840352464
ENSG00000125656.10	CLPP	5.888027461	5.731171514	5.943578248	5.834567916	5.425654072	5.350332576	6.170192265	5.325260352	5.651165615	5.531292327	5.75609551	5.947195963	5.722897904	6.270635328	5.252660337	5.228698742	5.564594877	5.272193106	5.466570296	5.687231831
ENSG00000125652.8	ALKBH7	3.714076908	3.441582069	3.743745486	3.880833497	3.79927645	3.794887833	4.650892283	3.549192999	3.606437921	3.66080178	3.16734451	3.634249651	3.514098741	5.592446616	3.344217059	3.276383124	3.806766647	3.448494154	3.217639517	3.311261232
ENSG00000125650.4	PSPN	2.202844558	2.144871964	1.565699636	2.00655273	1.697010239	1.504062957	1.909623006	1.655525248	1.561743425	1.765590621	2.66547039	2.50877933	2.250703108	2.845798179	1.713791993	1.940096126	1.92777575	1.664253138	1.841448828	1.904705848
ENSG00000125651.14	GTF2F1	6.89788651	6.779145801	6.732159337	6.864711543	6.34397621	6.267653353	7.25977992	6.504527392	6.691147863	6.664258521	6.880777786	7.044081807	6.729840138	8.136078831	6.248688773	6.305976917	6.609642106	6.359694796	6.531235026	6.76718281
ENSG00000088247.17	KHSRP	9.126827151	8.970944963	9.031740475	9.065770987	8.965325343	8.884735364	9.352248754	8.857583058	8.978681638	8.849201764	9.15921878	9.239153797	9.08375213	9.928059781	9.006564624	8.942546989	9.001412156	8.984120477	8.971101448	9.095706251
ENSG00000125648.15	SLC25A23	5.337962725	5.366310503	5.632210677	5.581159223	5.666520036	5.665304359	6.096201554	5.591748996	5.537274374	5.427650523	5.486856895	5.644624012	5.628278366	5.946254129	5.704396889	5.885101028	5.950662859	5.721460588	5.63332076	5.811538325
ENSG00000130545.16	CRB3	2.711759196	2.97671256	3.490182753	3.815051658	3.540194933	3.767072579	4.316760814	3.481170501	3.66132271	3.639549021	2.371666643	2.800524984	3.64874274	4.90849846	3.390867943	3.334172418	3.802507475	3.299618803	3.468712528	3.583399413
ENSG00000275234.1	AC010503.4	1.474167294	1.348042634	2.395970928	2.067296082	1.934887472	2.067304342	1.461410668	1.937401324	1.596822615	2.049608531	1.34244751	1.219434198	2.226298571	1.684151383	2.307143919	2.140551223	1.450005565	1.687269115	1.943759916	2.105149579
ENSG00000125657.5	TNFSF9	-0.559029716	0.233962772	0.024274388	0.157367436	2.33871879	2.603056272	1.461410668	1.083383413	0.228881545	0.313093204	-2.337141088	-1.650241918	-0.815632312	0.328170321	2.131467636	1.872361662	0.992426435	0.572878379	0.447681168	0.512046504
ENSG00000125726.11	CD70	-0.267263136	-0.580353056	0.302036911	-0.513457009	-0.851428704	-1.057287079	-0.024464705	-0.748137242	-0.592258177	-0.006119833	0.141301067	0.074502374	-0.717682172	0.107569694	-0.79397023	-1.302738688	-0.411341696	-0.369762947	-1.687995787	-0.522320507
ENSG00000125730.16	C3	0.750910639	0.876173082	0.302036911	0.32594631	0.58369705	0.623563395	0.855559608	0.525294428	-0.068021832	-0.196828707	1.874623079	2.010527475	1.140543356	1.453556539	1.329162876	1.606594904	1.594961927	1.266004921	1.081570238	1.394036205
ENSG00000125734.15	GPR108	4.738442445	4.884204245	5.113861331	5.02213945	4.832289457	4.618784584	5.426438515	4.873316077	5.020243991	4.946475829	4.659574444	4.890270353	4.95895863	5.40717287	4.504944989	4.730152031	4.938318754	4.645908308	4.860741718	4.874353295
ENSG00000125733.18	TRIP10	5.236822061	5.378676265	4.621979265	4.84611617	5.062999584	5.111938505	5.991023788	5.523545803	4.865233271	4.854164607	5.105885981	5.182085516	4.451694218	5.543730191	4.624937118	4.756223568	5.094542093	4.891120089	4.304676956	4.316809825
ENSG00000125731.13	SH2D3A	4.554535259	4.633106527	4.548451347	4.505551074	5.11534059	4.939910845	5.576726243	4.955175619	4.669053473	4.755540601	4.436553451	4.400129037	4.307923147	6.02986061	4.848644667	5.071459434	5.382550869	4.893596038	4.506818697	4.569855434
ENSG00000130544.12	ZNF557	5.240310182	5.187082313	5.074343801	5.221048112	5.19761311	5.045310838	5.261987186	5.078397243	5.190661034	5.194941353	5.227033244	5.325269192	5.267780548	5.510313975	5.112157933	5.227004866	5.328773847	5.153252334	5.155419401	5.225041049
ENSG00000171105.14	INSR	4.212530453	4.641927058	4.437821132	4.70987246	4.177853771	4.364135812	4.40581657	4.254735461	4.066740489	4.32300307	5.224125311	5.328048303	5.307582186	5.861925315	4.942455746	4.943216599	5.066398841	4.893596038	4.913926285	5.084258005
ENSG00000104880.17	ARHGEF18	1.823305629	1.911918196	1.961936404	2.018907728	2.568112723	2.359907973	2.995848879	2.329299603	2.242535878	2.163180935	2.08157184	2.375426365	1.911228711	3.784016858	2.489683077	2.614776484	2.918147448	2.515508277	2.270621329	2.504926349
ENSG00000104883.8	PEX11G	0.329840616	0.566003988	-0.320031695	0.580531083	-0.94922492	-0.971478382	0.481632615	-0.396963999	-0.243054194	0.276846031	0.671842357	0.486329955	0.172433494	2.387070853	-0.563021614	-1.468505104	-0.191517381	-0.687334998	0.035940641	-0.004674067
ENSG00000198816.7	ZNF358	4.012189161	4.130095568	4.11724592	4.137496226	2.69492608	2.864553963	4.044862215	3.12197035	3.706186542	3.726108225	4.04002824	4.400129037	4.211754855	5.860452663	3.009526465	3.14620685	3.536250681	2.907263241	3.648275677	3.790044519
ENSG00000090674.16	MCOLN1	4.099282664	4.100538426	4.418528969	4.20393155	4.460892835	4.330744298	4.758616193	4.226109597	4.220850871	4.29382515	3.818874465	3.962234872	3.99774666	4.748924735	4.253014528	4.33664781	4.31123334	4.014964188	4.254369542	4.41298142
ENSG00000032444.16	PNPLA6	5.417146719	5.522532593	5.943578248	5.919393364	5.452231408	5.337781118	6.259590231	5.435641763	5.848722832	5.810216932	5.060960984	5.343238455	5.695380151	7.349304258	4.931452119	5.069570379	5.530235097	5.072513172	5.420420027	5.482207527
ENSG00000076826.9	CAMSAP3	5.546754838	5.648967407	5.923189582	5.88099204	6.502078579	6.402330937	6.924477734	6.023622515	5.942044948	5.914905388	5.738881166	5.886276407	5.895336288	7.797021109	6.467432706	6.668063265	6.668749647	6.211783328	6.148359019	6.30459579
ENSG00000076924.12	XAB2	6.031159691	5.977535327	6.042986813	6.086453199	5.848516928	5.787250679	6.657253703	5.845121068	6.063787228	5.910476098	5.861842002	6.075943658	5.845132878	7.342990847	5.695132661	5.717887199	6.046522584	5.667504985	5.789664401	5.827986119
ENSG00000229833.9	PET100	2.650156935	2.316295509	2.064790805	2.496330447	2.185860985	2.136574347	2.720289959	2.295256036	2.369673996	2.192664091	2.144445277	2.11720325	1.926457672	3.248405062	1.684130421	1.889595741	2.24899375	1.709923666	2.052438957	2.281111188
ENSG00000076944.16	STXBP2	4.723565891	4.735552164	4.86581953	4.866768964	4.453736095	4.294398028	5.347077857	4.732855755	4.845315173	4.827786459	4.524275149	4.595003425	4.582427336	5.644713934	4.011676013	4.141852566	4.698096389	4.272542534	4.614884803	4.532875996
ENSG00000181029.9	TRAPPC5	1.288968988	1.68037124	0.965398788	1.507516643	0.839382904	1.37896486	1.815997713	1.114953715	1.596822615	1.476966387	1.844643376	2.252084423	1.816316268	3.145750399	0.984444133	1.306454488	2.047785988	1.296261575	1.360551596	1.48535042
ENSG00000142459.8	EVI5L	3.039961953	3.624779234	3.605567517	4.088515399	4.072776628	4.345448272	4.512255808	3.723156953	3.761339491	3.975465731	3.476807403	3.725605893	4.05082744	5.981906558	4.336419119	4.488584061	4.491372788	4.072914463	4.151223126	4.478347743
ENSG00000183248.12	PRR36	0.968421951	1.747293895	1.907621942	1.863169312	0.717196914	1.070523135	1.803855503	1.29111183	1.223108077	1.095113574	1.276607942	1.559249591	2.056734291	2.721520039	0.62729077	1.114589242	1.107381396	0.922386355	0.830025613	0.988535508
ENSG00000171017.11	LRRC8E	3.704007049	3.839366668	3.972623009	3.91759027	4.07588751	4.080036897	4.187207504	3.649614442	3.644656381	3.798208228	3.437176998	3.691482123	3.498898177	4.829412078	3.792901344	3.829969225	3.677839864	3.166725858	3.549744271	3.816661786
ENSG00000214248.2	AC010336.1	2.183647713	1.931235669	1.600356425	1.472011478	1.331008096	0.828845038	1.965196275	1.589636989	1.760461824	1.85435797	2.144445277	1.737053867	1.605417516	3.352642571	0.595776188	1.70722414	2.104243884	1.91881906	1.594227732	1.245219056
ENSG00000076984.17	MAP2K7	5.997201294	5.997145543	5.892055926	5.854524073	6.102235717	5.937612841	6.680268238	6.0021511	5.881987719	5.857770525	5.954235127	5.991692999	5.64102787	6.858124455	5.843387208	6.024242763	6.148204075	5.913028023	5.909193144	5.955222478
ENSG00000260001.6	TGFBR3L	2.164191982	2.00601842	1.69959514	1.641395454	-0.306661757	0.211444843	1.315094636	0.701993184	0.717401679	1.11578182	1.032527379	1.770128653	0.883943621	2.892659111	-1.173806454	-1.302738688	0.219659368	-0.109639894	-0.709918848	-0.522320507
ENSG00000104976.12	SNAPC2	4.348029102	4.242616938	4.291730732	4.340630403	4.902305769	4.909134209	5.492232878	4.698102724	4.305457424	4.31632189	4.169618803	4.3269959	4.170778492	5.499000995	4.548806868	4.474376158	4.806284044	4.500802061	4.339949193	4.53821716
ENSG00000178531.6	CTXN1	5.066505232	4.956694328	4.659439908	4.603143488	4.747039034	4.758751221	5.88479412	4.959529616	4.597247828	4.388166354	4.411208935	4.497154835	3.881438496	5.569195812	3.966188189	3.986334361	4.758710773	4.437731893	3.864936764	4.058874402
ENSG00000104980.8	TIMM44	6.870011482	6.648832827	6.656982656	6.404521034	6.342685357	6.190640546	7.048011906	6.269628222	6.428139596	6.171500085	6.563487137	6.693802833	6.292796315	7.601081739	6.040608136	6.073145447	6.472274294	6.184744841	6.235225343	6.2140551
ENSG00000286138.1	AC010336.8	0.525505109	0.614609473	0.383890383	0.065065105	1.005209145	0.595720885	0.320512145	0.91425486	0.357176464	0.382964798	0.23672616	-0.284407953	0.010372089	-0.06078931	0.107548854	0.631655047	1.288840851	0.668507824	0.447681168	0.512046504
ENSG00000066044.15	ELAVL1	7.595703593	7.501866234	7.541829913	7.52682302	7.179733191	7.168272613	7.60040346	7.288267645	7.439580349	7.361878547	7.604247466	7.69938286	7.569558668	7.229496463	7.27433347	7.161721769	7.371206832	7.399792018	7.39653877	7.462448056
ENSG00000090661.12	CERS4	4.154554735	4.195463859	4.193001442	4.049904284	3.761133696	3.729131181	4.692648679	3.99325889	3.87286956	4.063210645	4.231743634	4.293263035	4.1579326	5.427206233	3.768375877	3.84771408	4.296165166	3.846280186	3.868657461	4.028834228
ENSG00000167775.11	CD320	6.308741432	6.257468776	6.209385259	6.148212279	6.273917726	6.209708668	7.125975181	6.0620912	6.119880731	5.981171566	6.221030474	6.462336025	6.054554496	7.877125757	6.134070418	6.157376236	6.628412271	6.124889819	6.0128628	6.286460525
